origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct
ras al khaimah,56.2,47.0,179,36.3,1.0,14.69,58.9,37.3
abu dhabi,38.8,25.6,108,99.6,2.3,46.98,46.1,32.1
sharjah,97.8,85.4,108,23.5,0.5,12.68,1.4,0.7
ajman,46.4,55.4,67,141.6,3.7,55.27,37.5,17.8
ras al khaimah,43.4,21.5,133,37.9,1.0,16.23,37.0,23.7
al ain,41.2,92.6,161,17.7,0.4,7.62,7.4,3.9
dubai,31.2,82.3,172,39.1,1.1,15.58,45.0,28.5
abu dhabi,32.6,26.5,39,12.1,0.3,6.07,22.5,13.1
abu dhabi,68.8,96.1,137,29.1,1.0,14.18,37.4,16.8
abu dhabi,4.1,26.8,28,90.2,2.8,35.99,16.1,9.0
al ain,68.2,29.3,98,46.9,0.9,24.13,10.6,3.3
ras al khaimah,20.1,38.6,18,121.2,3.3,52.92,23.8,11.9
abu dhabi,38.4,16.5,110,63.7,1.3,29.25,12.4,4.2
al ain,14.7,68.7,170,108.5,3.0,52.44,59.2,30.8
sharjah,55.3,55.7,163,107.7,2.7,55.72,43.6,27.2
ajman,72.9,89.4,143,24.7,0.8,9.9,2.3,0.8
sharjah,35.5,24.1,115,13.2,0.4,6.16,23.1,10.6
dubai,16.3,17.0,125,127.1,4.2,61.12,54.8,28.4
al ain,22.7,35.9,20,106.6,3.1,55.38,35.7,13.6
dubai,81.8,14.6,145,30.4,0.8,15.17,29.1,9.1
abu dhabi,26.8,94.6,136,103.6,2.4,54.35,32.2,9.7
abu dhabi,77.5,71.7,29,52.8,1.2,19.72,18.2,7.3
abu dhabi,33.1,79.6,126,13.2,0.4,5.76,23.3,9.8
dubai,18.9,74.8,77,38.2,1.3,15.86,11.8,5.7
dubai,72.7,24.3,102,114.6,2.8,51.51,42.6,27.2
ras al khaimah,46.9,14.1,163,61.7,1.7,31.22,14.2,6.6
al ain,3.1,42.9,65,84.0,2.0,37.69,25.5,8.5
dubai,96.0,82.9,183,24.8,0.7,9.08,55.6,23.9
abu dhabi,14.8,33.1,83,18.4,0.6,8.85,24.4,10.3
ajman,35.3,1.0,103,39.7,0.9,14.37,20.2,10.7
al ain,38.5,66.0,6,73.5,1.8,27.75,25.4,14.2
ras al khaimah,48.9,20.0,25,127.8,3.9,62.75,14.9,4.5
ras al khaimah,78.5,54.3,57,115.7,2.9,58.96,44.0,22.7
ajman,0.6,1.5,195,28.2,0.6,11.77,40.7,16.2
sharjah,93.2,50.9,52,15.4,0.4,7.12,15.2,9.2
abu dhabi,64.6,39.4,79,37.7,1.1,17.29,25.2,11.0
al ain,95.1,88.0,170,128.6,4.5,47.58,31.9,21.3
ras al khaimah,81.7,72.2,64,79.8,2.7,36.55,52.0,23.9
dubai,92.8,3.6,162,122.0,3.5,44.16,20.1,8.8
ras al khaimah,60.1,79.0,24,58.6,1.9,29.75,34.7,12.3
dubai,35.7,79.1,27,90.6,2.6,44.82,56.4,20.9
ras al khaimah,44.3,66.3,3,91.2,2.5,37.49,15.7,8.9
ras al khaimah,65.8,92.9,25,95.9,2.2,39.05,43.7,23.1
dubai,42.7,80.3,121,73.2,1.8,28.86,39.3,20.4
sharjah,73.2,21.9,19,39.7,1.1,21.1,9.0,3.2
dubai,9.2,38.2,122,67.1,2.3,34.37,59.1,20.2
ajman,83.0,35.0,120,146.3,4.3,74.73,46.9,22.3
al ain,20.4,50.5,47,44.5,1.5,19.75,25.7,17.5
dubai,94.4,95.4,8,110.1,2.6,55.72,33.6,15.7
sharjah,15.6,61.6,33,142.0,3.0,66.24,21.7,14.4
al ain,12.9,31.3,29,87.1,3.0,36.05,15.7,10.8
abu dhabi,81.2,94.2,106,76.0,1.9,33.25,53.8,18.5
dubai,81.9,70.0,186,22.5,0.6,9.76,35.1,23.5
sharjah,73.9,26.6,87,114.2,2.4,48.34,22.2,13.1
ajman,96.1,90.7,127,137.2,4.5,55.38,51.1,17.3
ajman,27.1,34.4,61,147.2,2.9,63.54,26.5,15.7
abu dhabi,82.7,51.6,19,34.2,1.1,16.0,11.1,5.5
al ain,35.2,47.9,44,138.4,3.1,54.71,9.2,3.3
ajman,53.7,92.4,96,58.7,1.3,22.63,56.5,22.3
abu dhabi,44.6,26.6,172,94.8,3.1,45.91,22.9,13.4
al ain,0.6,33.3,50,37.4,1.0,17.01,23.7,10.1
al ain,57.4,66.0,196,41.0,1.0,17.36,32.3,22.0
sharjah,74.8,88.7,128,94.7,2.7,49.57,34.6,21.7
dubai,17.5,11.5,71,75.3,1.8,33.36,25.9,13.5
ajman,93.2,21.0,124,144.8,3.5,60.77,56.1,30.9
ajman,53.0,94.8,139,43.3,0.9,17.27,19.9,13.3
dubai,17.8,77.7,137,132.3,3.7,55.32,6.8,2.9
ajman,64.6,34.6,173,71.8,1.6,29.39,59.7,37.2
al ain,19.2,35.8,132,24.5,0.8,12.64,13.2,6.3
dubai,6.4,47.0,6,39.7,1.2,20.67,56.7,36.8
ras al khaimah,68.5,67.4,76,114.6,2.8,49.77,50.7,16.5
dubai,11.1,56.1,181,124.9,3.5,50.83,46.7,27.4
ras al khaimah,10.6,77.6,42,10.7,0.3,4.1,8.0,5.0
sharjah,74.0,5.4,100,64.5,1.9,31.53,2.1,1.1
dubai,5.5,81.9,100,76.7,2.0,39.75,10.3,4.3
al ain,81.0,5.8,111,94.2,2.8,40.88,24.1,8.7
dubai,79.6,88.1,173,99.3,2.2,51.39,47.5,28.3
ajman,14.1,4.3,108,125.4,3.4,50.73,23.6,8.3
abu dhabi,51.8,12.8,1,44.6,1.0,20.94,1.9,1.2
al ain,9.7,18.0,49,21.2,0.7,7.94,4.3,2.2
ras al khaimah,63.3,22.3,126,32.0,0.8,14.76,27.6,12.5
ras al khaimah,6.3,40.2,156,140.8,4.1,66.87,1.7,0.7
sharjah,94.4,65.5,129,84.3,2.3,40.13,45.3,13.9
sharjah,20.8,89.3,146,36.8,0.8,18.41,14.7,9.7
ajman,68.3,52.5,48,119.0,2.5,44.87,29.2,15.8
ras al khaimah,12.8,53.2,20,90.1,2.2,36.95,47.5,27.6
al ain,21.0,31.9,189,58.3,1.8,28.26,33.1,22.8
dubai,45.1,80.1,112,7.7,0.2,3.59,53.0,20.5
ajman,57.3,11.0,147,118.5,2.7,62.91,50.8,16.5
dubai,99.9,30.1,191,109.0,3.0,54.63,10.4,5.1
abu dhabi,2.6,9.7,37,43.0,1.1,19.13,1.3,0.6
ras al khaimah,0.0,21.4,174,43.5,1.2,19.84,51.9,16.9
abu dhabi,35.0,58.7,73,44.4,1.1,21.26,39.3,19.2
ras al khaimah,36.6,12.6,125,102.2,3.4,36.98,55.1,28.5
sharjah,88.4,10.1,77,47.7,1.3,20.3,5.0,1.7
abu dhabi,91.3,82.6,40,50.0,1.3,19.1,59.2,34.2
sharjah,88.1,11.8,176,59.6,1.8,24.02,59.1,25.9
ajman,14.3,60.8,70,147.1,4.7,74.92,16.1,8.5
ras al khaimah,41.2,35.2,5,71.7,1.9,32.89,3.5,1.9
ajman,74.6,89.6,30,59.7,1.3,30.74,22.3,9.9
al ain,31.3,70.8,192,73.2,1.6,38.06,26.1,15.5
al ain,66.3,5.9,164,109.3,2.7,55.2,16.1,9.1
ras al khaimah,23.7,89.5,133,133.1,4.1,66.17,3.2,1.0
ajman,32.3,41.4,155,148.7,4.4,57.98,52.0,18.4
abu dhabi,86.0,29.8,130,75.5,1.8,30.84,12.7,4.0
sharjah,25.1,67.3,182,71.7,1.4,34.9,52.4,33.9
dubai,96.4,71.8,20,52.9,1.6,21.91,15.5,6.8
sharjah,30.6,30.3,13,118.0,3.4,50.45,51.0,26.1
al ain,2.4,35.2,139,100.1,3.2,52.91,17.0,8.7
sharjah,25.5,15.6,192,57.7,1.7,28.1,6.0,2.9
dubai,17.1,59.3,116,80.2,1.9,30.41,49.4,22.7
ajman,50.7,95.7,193,34.8,1.1,17.05,16.7,7.3
al ain,11.3,41.7,80,105.6,2.9,53.1,18.5,7.5
al ain,62.6,99.6,135,41.6,1.2,21.81,24.5,9.7
abu dhabi,87.5,17.6,102,55.7,1.4,26.92,36.3,20.3
sharjah,36.3,79.6,176,14.9,0.5,5.62,38.2,22.2
ajman,16.8,92.8,129,36.9,0.8,18.37,4.5,1.8
abu dhabi,40.0,68.8,88,33.3,0.8,15.92,57.2,20.3
abu dhabi,78.6,10.9,49,111.6,2.6,49.34,3.1,1.9
abu dhabi,59.1,32.7,63,105.7,3.4,52.52,50.2,16.5
al ain,10.1,8.6,15,83.0,2.6,37.73,42.9,22.3
ras al khaimah,53.7,60.2,31,61.1,1.5,32.25,17.4,8.6
al ain,46.8,99.8,102,134.0,3.0,70.71,35.8,20.7
ras al khaimah,32.7,37.5,7,133.2,2.7,53.36,33.0,20.4
al ain,11.0,16.3,94,92.4,2.8,40.59,40.0,26.8
dubai,98.1,26.9,9,100.4,2.8,39.73,44.3,18.1
al ain,17.6,57.1,33,120.5,3.7,50.55,30.9,9.7
dubai,19.3,56.9,138,109.8,3.4,43.94,43.0,22.7
sharjah,14.6,23.0,6,37.6,1.2,17.0,11.9,5.4
ajman,57.0,75.1,67,78.0,2.0,28.09,41.6,19.9
sharjah,44.4,8.8,38,27.0,0.9,13.57,25.7,16.4
dubai,25.0,62.3,11,122.4,3.2,47.57,56.5,25.1
abu dhabi,42.9,42.6,42,99.8,3.1,40.85,51.3,26.5
ras al khaimah,67.4,12.7,23,147.0,4.2,57.55,0.1,0.0
abu dhabi,28.2,63.4,17,24.8,0.8,10.51,45.6,28.1
abu dhabi,91.5,67.3,133,79.0,2.0,29.54,36.1,17.9
al ain,30.6,44.0,25,110.0,3.3,56.61,42.9,18.5
dubai,19.8,79.8,187,130.8,3.8,56.86,15.5,7.4
al ain,95.5,50.9,97,128.7,4.5,67.74,47.9,19.0
al ain,81.1,28.6,82,34.3,0.7,12.64,8.4,4.4
ajman,34.3,95.4,175,147.4,4.3,57.64,53.9,21.0
dubai,84.1,94.4,155,147.3,3.5,75.19,26.1,11.6
dubai,51.9,9.6,84,145.5,4.8,64.53,6.4,2.1
abu dhabi,34.7,94.6,194,94.0,3.0,34.85,42.0,17.6
ajman,84.0,77.5,106,125.6,3.8,46.27,23.2,10.5
dubai,75.2,10.7,141,16.0,0.4,8.34,15.3,9.4
sharjah,29.8,51.9,193,42.0,1.3,17.1,40.1,22.4
dubai,60.7,3.5,144,18.3,0.5,7.94,20.0,6.9
ajman,36.9,58.9,118,78.3,1.9,40.83,13.0,7.0
dubai,0.1,93.3,123,144.9,4.7,69.58,36.2,17.3
ras al khaimah,96.2,36.8,131,99.1,2.7,49.42,21.0,9.8
dubai,55.0,50.9,195,71.9,1.7,31.99,3.2,1.1
abu dhabi,59.8,22.8,140,120.0,3.6,58.22,13.6,7.3
abu dhabi,60.0,54.1,60,84.8,1.7,39.45,27.1,10.0
ras al khaimah,55.1,80.3,5,71.4,2.2,27.89,34.5,14.2
dubai,29.0,21.5,156,96.3,2.6,44.59,29.2,18.3
sharjah,97.2,55.3,98,79.2,2.3,41.71,55.1,17.8
ajman,62.2,35.5,83,98.0,2.2,41.37,20.5,12.5
ajman,67.1,74.8,187,121.4,3.7,54.5,52.0,23.7
ras al khaimah,45.5,70.2,31,72.1,2.2,31.36,28.7,11.9
ras al khaimah,28.8,69.9,8,65.2,2.0,31.55,40.9,20.5
sharjah,6.4,37.8,148,86.0,2.3,40.67,32.4,13.2
ras al khaimah,35.0,59.9,184,136.2,4.0,60.73,6.5,4.1
abu dhabi,17.6,65.1,166,66.3,1.9,24.43,25.3,8.0
al ain,66.2,68.1,174,127.9,3.0,52.13,40.5,23.0
ajman,87.9,57.5,172,94.5,1.9,39.37,16.6,10.3
ras al khaimah,30.3,86.7,137,6.8,0.2,3.34,19.8,7.6
al ain,33.3,24.9,184,74.0,2.4,31.92,42.1,25.6
ras al khaimah,67.0,5.6,68,35.5,0.9,15.2,44.0,21.1
al ain,14.9,96.3,149,26.8,0.8,11.8,32.2,22.4
ajman,92.9,6.1,19,39.0,1.2,17.07,44.2,19.9
dubai,36.4,90.3,105,108.3,2.7,52.98,50.5,21.7
sharjah,10.1,61.2,58,96.0,1.9,46.14,30.5,20.0
abu dhabi,17.5,91.9,187,82.8,2.2,41.18,41.7,23.5
al ain,93.3,56.5,87,76.8,2.0,30.52,0.7,0.4
abu dhabi,24.7,82.1,42,61.4,1.4,30.3,1.8,0.8
abu dhabi,66.2,72.1,114,133.6,4.3,55.22,36.2,18.0
abu dhabi,15.6,52.5,16,140.2,4.8,50.47,38.1,26.4
ajman,19.4,36.3,26,115.8,2.5,55.02,17.6,9.1
ajman,87.9,0.3,86,46.8,1.1,16.95,37.1,22.2
al ain,14.8,25.1,126,137.5,4.1,51.93,6.1,4.2
sharjah,1.9,95.2,116,123.8,4.2,45.48,46.2,27.3
abu dhabi,50.1,27.5,12,23.0,0.8,10.79,21.2,12.4
dubai,86.3,75.2,136,54.5,1.9,21.66,34.3,11.9
dubai,32.6,50.8,12,52.5,1.4,26.55,58.8,22.6
sharjah,12.8,30.9,163,110.9,3.9,47.04,31.0,19.0
al ain,98.2,99.1,8,81.0,2.1,34.05,31.6,21.9
ajman,67.7,4.7,6,43.7,0.9,19.78,6.2,2.9
al ain,85.1,58.2,104,38.5,1.2,19.23,2.7,1.6
dubai,75.2,46.2,160,71.3,2.0,34.61,55.4,16.9
dubai,69.8,7.7,153,101.6,3.3,40.35,52.0,18.2
al ain,38.5,21.4,120,78.8,2.3,39.2,48.6,16.1
dubai,32.4,69.4,36,42.8,1.4,19.31,59.7,20.4
dubai,71.7,10.8,190,94.9,2.4,51.03,5.8,1.9
sharjah,71.7,80.1,5,149.8,3.6,67.86,45.9,14.2
al ain,95.1,62.5,70,30.6,1.0,12.59,6.7,3.8
ras al khaimah,56.9,10.1,151,81.6,2.2,40.56,38.1,18.1
dubai,29.5,28.7,123,59.5,1.4,21.73,43.1,22.3
al ain,49.0,13.7,158,36.7,0.9,18.0,41.6,18.2
al ain,61.4,79.8,153,131.9,4.2,60.38,15.9,7.3
ras al khaimah,42.7,53.3,187,143.9,4.9,56.35,53.0,19.3
al ain,79.1,0.3,103,55.8,1.8,20.33,34.0,18.9
abu dhabi,58.5,54.3,164,55.4,1.7,20.41,54.8,19.4
al ain,0.9,48.3,32,18.3,0.6,6.86,26.7,17.4
abu dhabi,57.0,64.3,35,94.6,2.2,42.36,20.6,8.5
ras al khaimah,63.4,3.5,10,8.8,0.3,4.29,53.9,21.8
ajman,91.5,3.5,41,77.0,2.2,29.57,48.9,18.5
ras al khaimah,41.4,34.9,23,27.2,0.9,10.57,5.2,1.8
ajman,57.4,68.9,165,102.5,2.1,51.92,26.3,10.5
ajman,47.5,66.7,99,139.7,4.8,56.02,4.5,3.1
ajman,53.2,27.8,89,17.9,0.6,9.11,52.2,16.2
ras al khaimah,6.7,21.6,128,117.8,2.4,44.42,28.7,14.3
ras al khaimah,89.7,68.3,72,125.4,3.5,64.04,15.7,6.9
dubai,91.0,2.7,114,30.5,0.6,15.0,4.2,2.6
ras al khaimah,54.8,55.7,1,138.8,4.0,53.66,17.6,9.6
ajman,55.7,42.4,142,95.0,2.5,39.98,21.9,6.8
abu dhabi,5.8,23.9,174,82.6,2.6,34.69,58.2,19.3
ajman,59.8,52.0,8,102.4,2.9,39.33,59.4,33.5
al ain,42.9,21.7,17,46.8,1.5,20.02,27.8,16.0
al ain,70.9,56.4,28,8.7,0.2,4.19,54.8,30.4
al ain,4.7,14.9,122,69.1,2.3,33.96,47.9,26.9
sharjah,71.1,40.6,152,112.8,3.7,44.73,46.2,29.3
ras al khaimah,28.7,51.0,164,138.2,4.1,67.71,16.1,7.3
sharjah,65.2,3.2,156,67.4,1.6,27.5,44.6,19.1
ras al khaimah,62.7,61.1,115,43.2,1.5,15.88,59.5,37.4
ajman,22.7,75.0,140,24.0,0.8,9.48,50.4,21.8
abu dhabi,44.0,95.6,56,140.6,4.6,59.28,32.5,22.2
abu dhabi,83.6,20.3,149,38.5,0.8,14.11,0.1,0.1
dubai,60.6,20.9,37,137.1,4.4,51.71,22.6,13.1
dubai,6.9,30.5,192,31.6,0.7,13.4,39.2,26.0
sharjah,44.3,89.1,9,7.6,0.2,4.0,8.3,5.0
sharjah,31.2,40.7,188,37.5,1.1,17.79,24.3,7.7
dubai,64.2,30.2,92,76.5,2.0,40.41,42.6,20.6
sharjah,61.5,74.1,129,55.6,1.3,20.39,53.5,24.1
ajman,1.0,3.8,32,136.6,3.8,70.52,42.1,19.8
abu dhabi,60.8,54.9,64,84.0,2.1,32.29,36.6,15.1
sharjah,73.5,45.0,172,22.1,0.6,8.9,13.6,5.3
sharjah,76.9,62.5,3,95.7,2.1,36.18,40.3,20.8
ajman,5.9,73.1,39,61.4,1.6,26.65,50.3,30.0
sharjah,30.4,32.5,126,103.4,3.0,40.99,26.3,9.8
ras al khaimah,42.1,63.6,161,119.0,4.1,58.68,53.3,21.9
abu dhabi,18.0,52.4,86,147.9,4.1,73.34,20.3,11.5
sharjah,42.1,13.4,18,88.6,2.3,36.53,38.0,21.6
sharjah,7.1,88.2,30,58.2,2.0,29.33,50.5,16.9
abu dhabi,11.3,75.5,178,67.9,2.3,26.44,53.3,17.6
ras al khaimah,66.9,92.2,43,63.4,1.9,23.28,28.1,14.0
abu dhabi,26.3,72.0,116,70.3,2.0,27.4,27.6,17.5
abu dhabi,71.1,24.5,187,9.4,0.2,3.8,56.7,22.0
ras al khaimah,4.8,43.1,75,40.9,1.2,15.09,28.0,19.6
al ain,56.3,38.7,14,148.2,4.8,56.28,0.2,0.1
ras al khaimah,39.1,3.6,162,139.6,4.8,57.86,29.1,15.7
al ain,79.7,41.1,157,12.0,0.3,6.16,36.3,24.8
al ain,78.4,34.6,130,147.0,3.5,75.56,44.6,20.4
sharjah,37.6,0.4,180,119.8,4.0,64.55,4.7,2.4
ras al khaimah,62.3,84.7,155,5.4,0.2,2.04,34.5,20.1
abu dhabi,22.8,14.4,137,137.5,4.2,49.55,36.7,12.0
sharjah,58.0,50.1,67,144.3,3.1,66.64,40.8,24.8
ajman,8.1,78.5,13,96.2,2.9,45.08,16.3,11.0
al ain,43.5,60.4,145,119.3,3.2,48.02,46.0,24.3
al ain,18.3,16.9,169,53.2,1.4,26.78,47.4,18.4
sharjah,88.3,61.8,139,88.0,2.1,46.82,8.2,2.9
ajman,44.5,75.8,131,111.1,2.8,46.63,46.3,17.9
abu dhabi,59.1,85.5,143,86.4,2.4,45.81,37.0,14.1
ras al khaimah,36.0,31.9,56,49.2,1.1,18.64,26.2,16.9
ajman,28.9,3.4,24,99.1,2.7,44.16,46.7,16.6
ajman,20.3,60.8,126,126.6,2.6,50.07,7.6,5.2
ras al khaimah,91.2,22.6,188,126.2,3.3,58.71,21.4,13.1
ajman,79.9,78.1,28,24.2,0.8,9.02,53.6,31.8
dubai,13.3,68.0,15,69.6,2.2,31.37,8.6,4.7
abu dhabi,74.7,77.3,141,10.6,0.2,4.15,55.7,17.7
abu dhabi,41.9,96.8,85,96.8,2.9,42.12,37.8,22.2
ras al khaimah,1.5,58.5,180,40.1,0.9,19.4,0.4,0.2
dubai,52.8,90.4,94,139.9,3.8,58.77,9.3,3.2
abu dhabi,13.0,64.2,104,94.6,2.3,43.26,3.1,2.0
ajman,21.0,18.2,13,63.1,2.1,33.75,46.3,20.1
ras al khaimah,69.6,79.9,190,111.1,2.3,57.5,15.3,8.3
ajman,25.7,69.4,66,35.1,1.2,18.93,34.2,12.4
al ain,89.2,97.8,88,18.3,0.6,7.17,51.0,17.9
al ain,65.7,24.3,126,17.7,0.5,7.95,54.1,25.9
dubai,83.2,33.3,171,89.5,3.0,44.85,50.5,16.0
al ain,61.5,82.1,159,133.9,3.5,70.59,30.2,16.5
ajman,86.9,6.3,154,37.3,1.1,15.05,8.6,2.9
ajman,36.2,63.3,22,115.2,3.7,61.95,20.9,10.6
dubai,54.9,53.5,18,10.5,0.3,4.61,20.1,8.9
ajman,51.6,16.9,166,56.2,1.2,28.04,59.4,25.5
ras al khaimah,90.4,16.5,182,99.8,3.3,45.24,48.4,29.4
ajman,16.5,81.0,125,124.8,2.9,51.61,19.4,9.5
dubai,57.8,1.5,182,141.8,4.8,53.83,24.8,9.4
ajman,75.4,74.7,64,96.7,2.4,37.63,16.3,7.4
al ain,37.0,73.3,70,72.1,1.9,34.36,24.2,11.0
ras al khaimah,86.8,65.0,34,13.8,0.4,6.34,4.8,2.5
dubai,37.3,41.0,158,45.0,1.2,19.71,50.1,28.0
al ain,17.3,2.8,134,138.9,4.8,65.66,31.9,13.5
al ain,58.4,80.2,45,89.5,2.1,40.39,36.3,15.5
abu dhabi,42.1,12.6,199,54.7,1.6,21.08,11.8,7.3
ras al khaimah,1.5,28.1,7,41.1,1.0,16.73,27.1,10.1
sharjah,7.0,94.7,154,21.5,0.5,9.41,27.7,15.6
ajman,19.5,30.2,42,114.0,2.8,49.2,5.8,4.0
sharjah,76.9,25.5,157,64.8,1.8,33.86,1.8,1.1
ras al khaimah,89.2,97.3,97,140.8,4.1,74.56,37.1,15.1
al ain,54.6,8.6,47,70.9,1.7,32.34,34.3,10.8
ras al khaimah,10.6,16.1,12,123.7,4.3,50.45,38.8,16.1
al ain,53.4,43.8,124,23.9,0.6,12.04,53.8,16.2
al ain,85.6,78.8,32,26.9,0.9,10.56,59.9,32.0
dubai,74.9,88.4,90,44.6,0.9,20.01,50.4,24.4
abu dhabi,29.1,75.6,190,32.7,1.0,17.62,1.4,0.8
ras al khaimah,12.4,97.6,177,146.6,3.6,75.86,18.4,11.3
ajman,90.1,1.7,99,122.2,3.4,64.44,46.7,18.3
dubai,85.4,62.0,146,55.5,1.8,20.96,54.1,24.3
dubai,5.4,11.6,164,80.4,2.5,35.63,54.7,26.5
ajman,82.4,91.0,121,82.3,2.1,41.02,40.3,24.5
ajman,9.7,93.5,42,93.0,2.9,36.09,50.8,24.5
abu dhabi,6.3,30.3,162,20.0,0.5,9.97,9.6,3.7
abu dhabi,75.9,82.8,18,55.6,1.2,23.44,23.6,15.5
dubai,53.6,63.0,104,17.5,0.5,9.09,5.0,1.6
ajman,41.5,10.0,156,138.3,4.7,60.18,17.4,9.7
dubai,90.4,60.3,114,63.5,1.3,25.72,46.6,19.7
ajman,83.9,97.6,70,110.4,3.3,57.96,11.2,5.5
sharjah,5.8,30.8,83,138.5,4.5,67.63,44.5,30.6
sharjah,61.6,0.1,92,49.9,1.4,22.12,46.1,24.8
ras al khaimah,77.2,97.7,149,17.7,0.5,9.43,52.8,30.0
ajman,55.0,41.4,198,53.8,1.3,25.2,58.0,32.5
ras al khaimah,98.3,43.1,155,102.3,2.3,47.64,44.8,26.3
ras al khaimah,68.6,71.3,63,77.5,2.0,32.94,40.5,19.3
al ain,10.4,60.4,23,15.9,0.5,8.11,47.0,14.4
ras al khaimah,19.8,30.2,95,15.2,0.4,7.07,11.4,7.5
ajman,82.6,10.0,171,106.4,2.9,50.21,44.3,23.2
sharjah,99.7,82.7,127,111.8,3.2,59.09,54.6,36.3
abu dhabi,9.8,48.3,65,20.9,0.5,8.54,27.2,16.2
ajman,10.0,67.2,18,120.2,3.7,60.38,1.3,0.8
dubai,76.3,86.1,51,55.1,1.6,27.88,20.2,11.3
al ain,6.4,1.8,143,14.9,0.4,5.53,5.8,4.0
al ain,6.9,85.9,134,53.4,1.5,26.17,37.6,23.2
dubai,88.9,75.2,90,110.9,2.8,56.5,50.1,23.8
ras al khaimah,80.0,94.7,67,100.1,2.8,45.7,5.5,2.3
dubai,88.2,23.4,35,74.8,2.4,28.42,25.6,11.7
ras al khaimah,65.1,32.2,194,45.5,1.4,17.03,40.4,15.1
dubai,32.3,66.1,86,65.6,2.0,23.89,54.4,21.5
sharjah,90.6,92.6,153,60.3,1.4,25.68,13.2,4.8
ajman,29.9,99.3,92,61.6,2.0,29.06,31.7,10.2
ras al khaimah,27.6,41.7,114,76.0,1.9,35.16,1.0,0.5
sharjah,88.6,53.9,128,71.0,1.7,32.07,23.4,14.1
al ain,68.1,17.1,71,19.9,0.4,8.66,20.7,6.8
ras al khaimah,89.6,69.4,187,47.1,1.5,22.73,10.6,5.9
abu dhabi,15.6,83.7,92,23.7,0.7,12.3,8.6,6.0
ras al khaimah,95.2,79.9,153,92.3,3.0,46.96,22.2,10.7
ras al khaimah,61.3,34.6,183,66.3,1.9,32.4,3.7,1.5
sharjah,66.8,96.3,77,102.4,3.4,42.25,54.4,29.9
ras al khaimah,91.4,12.0,47,17.7,0.5,9.37,57.2,32.8
al ain,38.1,49.4,193,55.0,1.6,28.33,51.8,21.6
ras al khaimah,72.0,55.5,157,31.2,0.7,16.55,0.2,0.1
ras al khaimah,64.0,53.7,158,18.4,0.6,8.67,20.7,14.0
ajman,78.8,75.8,189,117.1,3.4,49.17,26.2,13.4
abu dhabi,89.7,61.0,6,24.0,0.6,10.59,19.7,13.7
ras al khaimah,68.0,7.7,189,30.4,0.7,12.74,48.0,24.2
sharjah,6.8,18.0,24,58.2,1.5,24.63,40.5,14.8
ajman,18.3,53.2,29,47.5,1.0,20.74,11.7,7.2
abu dhabi,95.4,69.5,44,138.4,4.0,73.12,5.2,3.3
abu dhabi,96.9,51.4,23,148.4,4.2,66.71,36.0,11.2
dubai,96.7,35.6,17,66.2,2.2,28.65,50.6,19.9
al ain,3.7,5.1,25,34.2,0.9,16.25,38.0,18.2
dubai,38.2,78.6,97,77.2,2.4,31.77,14.7,9.8
dubai,76.0,49.7,75,76.9,2.3,27.81,33.4,21.8
al ain,75.3,53.9,68,72.6,2.2,35.67,31.8,17.9
ajman,8.6,46.9,35,7.9,0.2,3.32,47.2,28.6
sharjah,60.9,26.5,194,23.6,0.6,9.5,25.5,9.1
ras al khaimah,14.3,27.6,67,25.4,0.6,11.59,43.3,22.8
sharjah,49.3,6.4,95,56.0,1.7,21.78,15.6,9.6
dubai,24.0,70.8,29,89.2,2.2,36.58,1.4,0.6
ras al khaimah,5.3,27.2,43,132.3,3.7,59.83,46.2,16.2
abu dhabi,8.0,29.9,47,37.4,1.3,20.02,59.2,32.0
ajman,91.1,99.4,194,116.8,3.5,47.18,59.2,39.5
al ain,74.5,38.6,36,37.8,0.9,16.79,45.1,31.1
al ain,93.2,51.1,103,9.7,0.3,4.41,40.1,18.9
sharjah,47.0,38.6,109,99.2,2.9,48.44,22.5,11.0
ras al khaimah,41.3,29.0,15,36.1,1.2,16.39,55.5,30.6
ajman,35.8,0.6,70,138.3,4.4,68.05,28.8,9.1
sharjah,61.6,85.5,17,140.3,3.5,72.33,43.6,22.5
dubai,35.2,47.3,35,20.2,0.7,8.3,34.0,18.7
sharjah,74.6,72.0,135,33.2,0.7,16.95,53.8,18.8
ajman,80.1,95.9,114,35.5,0.9,14.46,41.4,26.2
al ain,87.6,0.3,99,137.2,2.8,69.38,18.4,9.5
dubai,24.3,67.5,43,16.3,0.4,7.74,55.0,35.6
ras al khaimah,52.7,11.9,125,113.9,3.0,52.66,10.6,5.5
al ain,22.3,45.8,181,46.7,1.1,20.71,12.8,5.4
al ain,3.8,84.7,170,89.5,1.8,41.01,21.5,9.7
sharjah,70.8,7.1,35,30.7,0.6,12.35,22.1,15.1
dubai,54.9,99.0,136,121.9,4.1,54.81,49.4,23.7
abu dhabi,72.4,58.1,49,102.3,3.2,48.03,26.2,13.2
al ain,8.8,39.5,172,8.1,0.2,3.47,52.4,31.6
al ain,99.6,2.0,95,39.4,1.3,16.89,19.9,12.5
ajman,99.4,58.7,148,72.6,2.2,30.68,23.2,15.5
dubai,46.5,49.5,108,82.0,1.7,41.59,45.8,26.4
dubai,86.6,21.5,135,125.0,4.2,53.65,14.8,6.2
